AirContaminantId	KazHydrometAirPostId	Month	PollutantConcentrationMaximumOneTimePerMonth	PollutantConcentrationMaximumOneTimePerMonthDay	PollutantConcentrationMonthlyAverage	Year	PollutantConcentrationMaximumOneTimeMonth	PollutantConcentrationMaximumOneTimePerYear	PollutantConcentrationYearlyAverage
230	3	12	0.021	31	0.007586957	2007			
230	3	7	0.027	18	0.010201923	2007			
230	3	6	0.021	27	0.008432692	2007			
230	3	5	0.021	15	0.007164948	2007			
230	3	3	0.026	5	0.00945	2007			
230	3	11	0.032	30	0.008557692	2007			
230	3	10	0.027	30	0.008240385	2007			
230	3	9	0.032	20	0.009059406	2007			
230	3	2	0.026	8	0.011375	2007			
230	3	1	0.042	18	0.015727273	2007			
230	3	8	0.021	9	0.00691	2008			
230	3	4	0.02	21	0.007240385	2008			
230	3	12	0.022	1	0.009260417	2008			
230	3	7	0.024	28	0.010317308	2008			
230	3	6	0.021	10	0.008030303	2008			
230	3	5	0.018	8	0.007072165	2008			
230	3	3	0.024	1	0.008541667	2008			
230	3	11	0.029	28	0.01028	2008			
230	3	10	0.038	28	0.007777778	2008			
230	3	9	0.022	9	0.008061	2008			
230	3	2	0.034	1	0.01156	2008			
230	3	1	0.03	29	0.012406593	2008			
230	3	8	0.02	3	0.00742	2009			
230	3	4	0.022	28	0.009158416	2009			
230	3	12	0.032	15	0.01297	2009			
230	3	7	0.033	3	0.012644231	2009			
230	3	6	0.03	20	0.009259615	2009			
230	3	5	0.023	20	0.007630435	2009			
230	3	3	0.03	12	0.009635417	2009			
230	3	11	0.025	4	0.0087	2009			
230	3	10	0.019	20	0.007592593	2009			
230	3	9	0.023	14	0.007028846	2009			
230	3	2	0.028	9	0.008875	2009			
230	3	1	0.033	10	0.013413043	2009			
230	3	8	0.02	2	0.00574	2010			
230	3	4	0.023	22	0.007913462	2010			
230	3	12	0.027	23	0.0103	2010			
230	3	7	0.038	9	0.017057692	2010			
230	3	6	0.042	28	0.012548077	2010			
230	3	5	0.02	8	0.006695652	2010			
230	3	3	0.034	5	0.010913043	2010			
230	3	11	0.026	11	0.01128	2010			
230	3	10	0.037	6	0.009057692	2010			
230	3	9	0.029	27	0.011471154	2010			
230	3	2	0.032	3	0.010958333	2010			
230	3	1	0.024	6	0.010852273	2010			
230	3	4	0.024	12	0.009490385	2011			
230	3	12	0.031	28	0.01305	2011			
230	3	7	0.028	30	0.00771	2011			
230	3	6	0.025	28	0.007875	2011			
230	3	5	0.022	19	0.006854167	2011			
230	3	3	0.028	9	0.010043478	2011			
230	3	11	0.023	22	0.008211538	2011			
230	3	10	0.03	3	0.010192308	2011			
230	3	9	0.039	14	0.015134615	2011			
230	3	2	0.025	12	0.009947917	2011			
230	3	1	0.031	6	0.011141304	2011			
230	3	8	0.017	21	0.006663462	2012			
230	3	4	0.031	30	0.01525	2012			
230	3	12	0.023	7	0.0075	2012			
230	3	7	0.047	9	0.01264	2012			
230	3	6	0.049	29	0.013038462	2012			
230	3	5	0.04	8	0.01746	2012			
230	3	3	0.025	30	0.011869565	2012			
230	3	11	0.023	27	0.007932692	2012			
230	3	10	0.019	30	0.005778846	2012			
230	3	9	0.014	1	0.00599	2012			
230	3	2	0.033	18	0.01327	2012			
230	3	1	0.031	5	0.017771739	2012			
230	3	8	0.026	12	0.010625	2013			
230	3	4	0.014	8	0.006855769	2013			
230	3	12	0.027	4	0.010152174	2013			
230	3	7	0.026	31	0.006903846	2013			
230	3	6	0.021	7	0.00718	2013			
230	3	5	0.019	14	0.007020833	2013			
230	3	3	0.026	2	0.009863636	2013			
230	3	11	0.025	16	0.010192308	2013			
230	3	10	0.024	5	0.008557692	2013			
230	3	9	0.026	19	0.00814	2013			
230	3	2	0.034	19	0.009510417	2013			
230	3	1	0.027	24	0.009916667	2013			
230	3	8	0.025	19	0.00936	2014			
230	3	4	2.8	17	0.033807692	2014			
230	3	12	0.035	22	0.015958333	2014			
230	3	7	0.027	4	0.009211538	2014			
230	3	6	0.025	30	0.00886	2014			
230	3	5	0.02	23	0.009104167	2014			
230	3	3	0.026	6	0.008488636	2014			
230	3	11	0.031	1	0.01085	2014			
230	3	10	0.031	25	0.009798077	2014			
230	3	9	0.027	27	0.010480769	2014			
230	3	2	0.01		0.01	2014			
230	3	1	0.02	3	0.010010417	2014			
230	3	8	0.031	7	0.01246	2015			
230	3	4	0.034	23	0.012586538	2015			
230	3	12	0.033	3	0.01890625	2015			
230	3	7	0.036	18	0.014826923	2015			
230	3	6	0.035	25	0.013384615	2015			
230	3	5	0.03	5	0.012684783	2015			
230	3	11	0.035	28	0.01496	2015			
230	3	10	0.031	31	0.012481481	2015			
230	3	9	0.031	14	0.01276	2015			
230	3	2	0.031	20	0.013322917	2015			
230	3	1	0.032	31	0.01275	2015			
230	3	8	0.027	11	0.009019231	2016			
230	3	4	0.026	4	0.010288462	2016			
230	3	12	0.03	21	0.011177083	2016			
230	3	7	0.024	1	0.01074	2016			
230	3	6	0.032	10	0.013480769	2016			
230	3	5	0.033	4	0.012304348	2016			
230	3	3	0.028	1	0.014163043	2016			
230	3	11	0.026	30	0.009423077	2016			
230	3	10	0.031	17	0.011894231	2016			
230	3	9	0.03	20	0.012153	2016			
230	3	2	0.031	5	0.01328	2016			
230	3	1	0.03	23	0.011771739	2016			
230	3	8	0.03	8	0.012269231	2017			
230	3	4	0.029	1	0.01274	2017			
230	3	7	0.027	10	0.01277	2017			
230	3	6	0.029	30	0.009105769	2017			
230	3	5	0.04	29	0.013770833	2017			
230	3	3	0.029	31	0.011959783	2017			
230	3	10	0.028	2	0.01325	2017			
230	3	9	0.026	2	0.01276	2017			
230	3	2	0.031	8	0.01309375	2017			
230	3	1	0.032	19	0.012271739	2017			
179	4	8	0.9	2	0.421333333	2007			
179	4	4	0.9	17	0.465333333	2007			
179	4	12	1	6	0.362318841	2007			
179	4	7	0.8	6	0.414102564	2007			
179	4	6	0.9	22	0.414102564	2007			
179	4	5	0.8	25	0.425333333	2007			
179	4	3	1.1	16	0.430666667	2007			
179	4	11	1.1	19	0.475641026	2007			
179	4	10	0.7	18	0.371794872	2007			
179	4	9	1.1	5	0.473076923	2007			
179	4	2	1.1	22	0.476388889	2007			
179	4	1	0.8	31	0.430666667	2007			
179	4	8	1.1	4	0.302	2008			
179	4	4	1.2	29	0.570666667	2008			
179	4	12	1.1	13	0.392957746	2008			
179	4	7	0.6	8	0.35	2008			
179	4	6	0.7	28	0.354666667	2008			
179	4	5	0.8	4	0.401333333	2008			
179	4	3	1.2	14	0.534722222	2008			
179	4	11	1.1	28	0.477027027	2008			
179	4	10	0.8	7	0.318666667	2008			
179	4	9	0.9	30	0.4552	2008			
179	4	2	0.9	27	0.41969697	2008			
179	4	1	1	29	0.466197183	2008			
179	4	8	0.9	27	0.364	2009			
179	4	4	0.9	3	0.292307692	2009			
179	4	12	1	12	0.4	2009			
179	4	7	0.8	16	0.358974359	2009			
179	4	6	1.1	22	0.383333333	2009			
179	4	5	0.8	6	0.320289855	2009			
179	4	3	1	3	0.456944444	2009			
179	4	11	0.6	3	0.33	2009			
179	4	10	1	1	0.338666667	2009			
179	4	9	0.87	14	0.386025641	2009			
179	4	2	0.8	3	0.275	2009			
179	4	1	1.1	26	0.411594203	2009			
179	4	8	0.7	2	0.28	2010			
179	4	4	1	11	0.407246377	2010			
179	4	12	0.8	9	0.365333333	2010			
179	4	7	0.7	16	0.330769231	2010			
179	4	6	0.7	19	0.334615385	2010			
179	4	5	0.9	5	0.346956522	2010			
179	4	11	0.6	10	0.289333333	2010			
179	4	10	0.6	2	0.224358974	2010			
179	4	9	0.5	11	0.311538462	2010			
179	4	2	0.8	13	0.359722222	2010			
179	4	1	1	10	0.427272727	2010			
179	4	4	0.4	9	0.156410256	2011			
179	4	12	0.65	24	0.287333333	2011			
179	4	7	0.5	27	0.254666667	2011			
179	4	6	0.4	3	0.211538462	2011			
179	4	5	0.4	4	0.227272727	2011			
179	4	3	0.6	26	0.227536232	2011			
179	4	11	0.7	17	0.31025641	2011			
179	4	10	0.6	14	0.248717949	2011			
179	4	9	0.7	6	0.362820513	2011			
179	4	2	0.7	15	0.241666667	2011			
179	4	1	0.8	10	0.402173913	2011			
179	4	8	4	28	0.269230769	2012			
179	4	4	0.5	3	0.270666667	2012			
179	4	12	0.7	8	0.217391304	2012			
179	4	7	1.1	3	0.361333333	2012			
179	4	6	0.5	1	0.328205128	2012			
179	4	5	0.5	10	0.301333333	2012			
179	4	3	0.5	15	0.204347826	2012			
179	4	11	0.7	15	0.215384615	2012			
179	4	10	0.6	31	0.265384615	2012			
179	4	9	0.6	25	0.24	2012			
179	4	2	0.5	3	0.333333333	2012			
179	4	1	0.7	14	0.344927536	2012			
179	4	8	0.4	3	0.173076923	2013			
179	4	4	0.3	8	0.084615385	2013			
179	4	12	0.6	4	0.166666667	2013			
179	4	7	0.2	2	0.103846154	2013			
179	4	6	0.3	10	0.100533333	2013			
179	4	5	0.1	2	0.083333333	2013			
179	4	3	0.5	4	0.11969697	2013			
179	4	11	0.6	28	0.200589744	2013			
179	4	10	0.5	3	0.167948718	2013			
179	4	9	0.5	10	0.178666667	2013			
179	4	2	0.6	19	0.2	2013			
179	4	1	0.9	10	0.291666667	2013			
179	4	8	1.2	26	0.433333333	2014			
179	4	4	0.4	22	0.116666667	2014			
179	4	12	0.8	20	0.376388889	2014			
179	4	7	0.5	31	0.246153846	2014			
179	4	6	0.5	3	0.153333333	2014			
179	4	5	0.5	24	0.174583333	2014			
179	4	3	0.4	3	0.154545455	2014			
179	4	11	0.5	3	0.229333333	2014			
179	4	10	0.9	18	0.271794872	2014			
179	4	9	1.1	30	0.473076923	2014			
179	4	2	0.5	20	0.157222222	2014			
179	4	1	0.6	10	0.186388889	2014			
179	4	8	1.2	20	0.409333333	2015			
179	4	4	0.6	25	0.292307692	2015			
179	4	12	1	2	0.503194444	2015			
179	4	7	1.1	4	0.35	2015			
179	4	6	0.9	29	0.257692308	2015			
179	4	5	0.6	15	0.3	2015			
179	4	3	0.7	20	0.295454545	2015			
179	4	11	0.9	30	0.444	2015			
179	4	10	0.9	30	0.381851852	2015			
179	4	9	0.8	17	0.402666667	2015			
179	4	2	0.8	21	0.369444444	2015			
179	4	1	0.8	6	0.326388889	2015			
179	4	8	0.7	9	0.365384615	2016			
179	4	4	0.7	30	0.377564103	2016			
179	4	12	0.7	2	0.368055556	2016			
179	4	7	0.7	29	0.342666667	2016			
179	4	6	0.9	8	0.411282051	2016			
179	4	5	0.7	3	0.330434783	2016			
179	4	3	0.8	1	0.463768116	2016			
179	4	11	0.7	1	0.332435897	2016			
179	4	10	0.7	29	0.374358974	2016			
179	4	9	0.8	2	0.511066667	2016			
179	4	2	0.8	27	0.4	2016			
179	4	1	0.8	25	0.389855072	2016			
179	4	8	0.6	4	0.304102564	2017			
179	4	4	0.7	10	0.314666667	2017			
179	4	7	0.6	1	0.34	2017			
179	4	6	0.7	2	0.322435897	2017			
179	4	5	0.7	12	0.29125	2017			
179	4	3	0.7	16	0.347826087	2017			
179	4	10	0.6	18	0.233333333	2017			
179	4	9	0.6	23	0.2592	2017			
179	4	2	0.7	23	0.315277778	2017			
179	4	1	0.7	21	0.332463768	2017			
184	4	8	0.19	28	0.116133333	2007			
184	4	4	0.15	20	0.0616	2007			
184	4	12	0.23	31	0.117391304	2007			
184	4	7	0.23	12	0.124615385	2007			
184	4	6	0.21	25	0.141923077	2007			
184	4	5	0.26	30	0.131733333	2007			
184	4	3	0.11	17	0.060266667	2007			
184	4	11	0.26	19	0.120641026	2007			
184	4	10	0.27	15	0.135512821	2007			
184	4	9	0.29	18	0.142307692	2007			
184	4	2	0.24	1	0.075555556	2007			
184	4	1	0.28	31	0.124	2007			
184	4	8	0.21	29	0.116266667	2008			
184	4	4	0.19	10	0.107666667	2008			
184	4	12	0.21	4	0.094084507	2008			
184	4	7	0.19	2	0.101410256	2008			
184	4	6	0.21	16	0.117733333	2008			
184	4	5	0.21	8	0.113866667	2008			
184	4	3	0.27	25	0.091666667	2008			
184	4	11	0.22	28	0.095675676	2008			
184	4	10	0.19	8	0.091466667	2008			
184	4	9	0.24	3	0.102133333	2008			
184	4	2	0.25	1	0.146060606	2008			
184	4	1	0.28	4	0.143521127	2008			
184	4	8	0.23	25	0.134933333	2009			
184	4	4	0.16	2	0.107179487	2009			
184	4	12	0.35	31	0.204666667	2009			
184	4	7	0.23	31	0.118846154	2009			
184	4	6	0.23	24	0.092051282	2009			
184	4	5	0.18	12	0.10173913	2009			
184	4	3	0.2	4	0.104166667	2009			
184	4	11	0.22	4	0.111	2009			
184	4	10	0.17	31	0.093493333	2009			
184	4	9	0.21	14	0.112435897	2009			
184	4	2	0.21	9	0.118055556	2009			
184	4	1	0.24	10	0.147681159	2009			
184	4	8	0.23	31	0.144	2010			
184	4	4	0.23	2	0.155942029	2010			
184	4	12	0.24	25	0.150133333	2010			
184	4	7	0.23	22	0.150384615	2010			
184	4	6	0.25	15	0.147692308	2010			
184	4	5	0.22	17	0.150144928	2010			
184	4	11	0.22	26	0.127333333	2010			
184	4	10	0.23	1	0.125051282	2010			
184	4	9	0.21	1	0.118205128	2010			
184	4	2	0.35	2	0.169722222	2010			
184	4	1	0.36	11	0.229242424	2010			
184	4	4	0.21	22	0.128974359	2011			
184	4	12	0.17	24	0.112133333	2011			
184	4	7	0.2	30	0.136573333	2011			
184	4	6	0.2	6	0.118717949	2011			
184	4	5	0.17	6	0.121212121	2011			
184	4	3	0.21	1	0.133333333	2011			
184	4	11	0.13	29	0.081923077	2011			
184	4	10	0.2	18	0.094871795	2011			
184	4	9	0.22	6	0.125384615	2011			
184	4	2	0.23	11	0.121388889	2011			
184	4	1	0.23	10	0.148550725	2011			
184	4	8	0.16	13	0.101794872	2012			
184	4	4	0.2	25	0.0992	2012			
184	4	12	0.33	31	0.143913043	2012			
184	4	7	0.14	31	0.0968	2012			
184	4	6	0.15	8	0.091923077	2012			
184	4	5	0.14	11	0.090933333	2012			
184	4	3	0.17	3	0.104057971	2012			
184	4	11	0.24	3	0.109230769	2012			
184	4	10	0.27	31	0.101025641	2012			
184	4	9	0.16	13	0.0836	2012			
184	4	2	0.17	27	0.129866667	2012			
184	4	1	0.18	12	0.128405797	2012			
184	4	8	0.42	1	0.098589744	2013			
184	4	4	0.22	24	0.118846154	2013			
184	4	12	0.27	23	0.109855072	2013			
184	4	7	0.41	17	0.193717949	2013			
184	4	6	0.22	3	0.115066667	2013			
184	4	5	0.34	29	0.130416667	2013			
184	4	3	0.34	6	0.142424242	2013			
184	4	11	0.33	18	0.14	2013			
184	4	10	0.37	4	0.152051282	2013			
184	4	9	0.37	30	0.120133333	2013			
184	4	2	0.29	19	0.155138889	2013			
184	4	1	0.42	9	0.181388889	2013			
184	4	8	0.43	27	0.250266667	2014			
184	4	4	0.33	2	0.166666667	2014			
184	4	12	0.4	24	0.202777778	2014			
184	4	7	0.38	23	0.223461538	2014			
184	4	6	0.32	6	0.20336	2014			
184	4	5	0.31	30	0.186805556	2014			
184	4	3	0.42	6	0.223636364	2014			
184	4	11	0.33	1	0.133333333	2014			
184	4	10	0.31	13	0.162820513	2014			
184	4	9	0.41	23	0.242564103	2014			
184	4	2	0.42	5	0.200972222	2014			
184	4	1	0.43	16	0.188055556	2014			
184	4	8	0.35	3	0.1592	2015			
184	4	4	0.4	25	0.200769231	2015			
184	4	12	0.4	15	0.190416667	2015			
184	4	7	0.39	23	0.213589744	2015			
184	4	6	0.41	4	0.235128205	2015			
184	4	5	0.35	12	0.189855072	2015			
184	4	3	0.38	13	0.197272727	2015			
184	4	11	0.3	28	0.129733333	2015			
184	4	10	0.32	26	0.144814815	2015			
184	4	9	0.38	1	0.159066667	2015			
184	4	2	0.38	11	0.186111111	2015			
184	4	1	0.42	31	0.184013889	2015			
184	4	8	0.43	8	0.178846154	2016			
184	4	4	0.34	16	0.163461538	2016			
184	4	12	0.4	21	0.192638889	2016			
184	4	7	0.45	15	0.2572	2016			
184	4	6	0.43	4	0.214230769	2016			
184	4	5	0.41	17	0.181014493	2016			
184	4	3	0.33	4	0.138695652	2016			
184	4	11	0.43	7	0.194141026	2016			
184	4	10	0.37	29	0.170897436	2016			
184	4	9	0.88	23	0.205466667	2016			
184	4	2	0.42	20	0.202933333	2016			
184	4	1	0.4	22	0.184768116	2016			
184	4	8	0.43	8	0.195128205	2017			
184	4	4	0.46	11	0.192133333	2017			
184	4	7	0.43	26	0.182586667	2017			
184	4	6	0.42	14	0.16025641	2017			
184	4	5	0.37	15	0.135138889	2017			
184	4	3	0.46	3	0.202318841	2017			
184	4	10	0.43	2	0.234230769	2017			
184	4	9	0.43	8	0.292933333	2017			
184	4	2	0.46	8	0.223333333	2017			
184	4	1	0.46	27	0.205362319	2017			
187	4	8	0.029	27	0.011866667	2007			
187	4	4	0.062	9	0.014346667	2007			
187	4	12	0.052	28	0.017275362	2007			
187	4	7	0.033	10	0.010333333	2007			
187	4	6	0.033	22	0.011692308	2007			
187	4	5	0.058	25	0.00864	2007			
187	4	3	0.185	3	0.026013333	2007			
187	4	11	0.058	5	0.017551282	2007			
187	4	10	0.042	28	0.014423077	2007			
187	4	9	0.035	14	0.013230769	2007			
187	4	2	0.058	8	0.020916667	2007			
187	4	1	0.077	3	0.020426667	2007			
187	4	8	0.039	14	0.014973333	2008			
187	4	4	0.042	26	0.015773333	2008			
187	4	12	0.068	12	0.020056338	2008			
187	4	7	0.039	22	0.014961538	2008			
187	4	6	0.046	16	0.01692	2008			
187	4	5	0.037	16	0.016986667	2008			
187	4	3	0.064	26	0.014847222	2008			
187	4	11	0.068	21	0.018148649	2008			
187	4	10	0.049	23	0.014293333	2008			
187	4	9	0.08	22	0.01548	2008			
187	4	2	0.094	16	0.025287879	2008			
187	4	1	0.096	26	0.02928169	2008			
187	4	8	0.036	18	0.0152	2009			
187	4	4	0.039	9	0.013384615	2009			
187	4	12	0.051	15	0.018893333	2009			
187	4	7	0.04	29	0.018	2009			
187	4	6	0.042	15	0.012923077	2009			
187	4	5	0.04	28	0.009768116	2009			
187	4	3	0.058	14	0.018277778	2009			
187	4	11	0.034	4	0.011666667	2009			
187	4	10	0.026	15	0.011573333	2009			
187	4	9	0.029	11	0.012820513	2009			
187	4	2	0.051	16	0.020777778	2009			
187	4	1	0.103	9	0.02273913	2009			
187	4	8	0.034	4	0.01176	2010			
187	4	4	0.036	30	0.013927536	2010			
187	4	12	0.071	6	0.028013333	2010			
187	4	7	0.036	2	0.011910256	2010			
187	4	6	0.04	7	0.014333333	2010			
187	4	5	0.036	13	0.015217391	2010			
187	4	11	0.071	26	0.015013333	2010			
187	4	10	0.058	26	0.014641026	2010			
187	4	9	0.046	14	0.013692308	2010			
187	4	2	0.092	17	0.023347222	2010			
187	4	1	0.042	12	0.017272727	2010			
187	4	4	0.042	1	0.008910256	2011			
187	4	12	0.041	1	0.01256	2011			
187	4	7	0.027	12	0.010133333	2011			
187	4	6	0.06	25	0.009166667	2011			
187	4	5	0.023	18	0.008621212	2011			
187	4	3	0.078	2	0.014898551	2011			
187	4	11	0.075	29	0.011461538	2011			
187	4	10	0.026	6	0.006615385	2011			
187	4	9	0.042	19	0.011641026	2011			
187	4	2	0.064	28	0.016027778	2011			
187	4	1	0.121	8	0.035086957	2011			
187	4	8	0.02	15	0.007346154	2012			
187	4	4	0.019	18	0.008013333	2012			
187	4	12	0.034	10	0.00857971	2012			
187	4	7	0.022	14	0.00792	2012			
187	4	6	0.022	27	0.008166667	2012			
187	4	5	0.022	23	0.00732	2012			
187	4	3	0.023	31	0.008637681	2012			
187	4	11	0.032	5	0.013064103	2012			
187	4	10	0.035	16	0.013115385	2012			
187	4	9	0.023	21	0.006426667	2012			
187	4	2	0.048	16	0.022773333	2012			
187	4	1	0.093	9	0.022956522	2012			
187	4	8	0.052	6	0.014064103	2013			
187	4	4	0.031	23	0.012282051	2013			
187	4	12	0.027	6	0.010898551	2013			
187	4	7	0.031	25	0.008576923	2013			
187	4	6	0.021	6	0.009493333	2013			
187	4	5	0.027	18	0.010277778	2013			
187	4	3	0.031	18	0.014045455	2013			
187	4	11	0.038	30	0.016153846	2013			
187	4	10	0.043	9	0.012884615	2013			
187	4	9	0.027	3	0.010466667	2013			
187	4	2	0.031	21	0.012652778	2013			
187	4	1	0.026	26	0.012430556	2013			
187	4	8	0.022	9	0.008608	2014			
187	4	4	0.034	22	0.007379487	2014			
187	4	12	0.073	18	0.016972222	2014			
187	4	7	0.05	10	0.014653846	2014			
187	4	6	0.086	30	0.010386667	2014			
187	4	5	0.029	30	0.00625	2014			
187	4	3	0.056	3	0.017242424	2014			
187	4	11	0.071	17	0.016706667	2014			
187	4	10	0.046	23	0.012730769	2014			
187	4	9	0.033	13	0.011102564	2014			
187	4	2	0.065	12	0.022805556	2014			
187	4	1	0.042	25	0.0095	2014			
187	4	8	0.038	15	0.01224	2015			
187	4	4	0.055	6	0.012128205	2015			
187	4	12	0.049	24	0.015347222	2015			
187	4	7	0.043	4	0.012382051	2015			
187	4	6	0.034	19	0.008512821	2015			
187	4	5	0.043	22	0.014043478	2015			
187	4	3	0.049	4	0.017212121	2015			
187	4	11	0.032	10	0.01436	2015			
187	4	10	0.046	30	0.010864198	2015			
187	4	9	0.067	2	0.01292	2015			
187	4	2	0.051	5	0.015944444	2015			
187	4	1	0.046	3	0.015611111	2015			
187	4	8	0.073	29	0.013282051	2016			
187	4	4	0.06	14	0.012876923	2016			
187	4	12	0.027	27	0.00975	2016			
187	4	7	0.038	11	0.016653333	2016			
187	4	6	0.041	24	0.017833333	2016			
187	4	5	0.03	28	0.013362319	2016			
187	4	3	0.048	4	0.017115942	2016			
187	4	11	0.021	10	0.00825641	2016			
187	4	10	0.027	14	0.010820513	2016			
187	4	9	0.081	2	0.014826667	2016			
187	4	2	0.058	24	0.018266667	2016			
187	4	1	0.032	21	0.014	2016			
187	4	8	0.027	9	0.010628205	2017			
187	4	4	0.074	3	0.012813333	2017			
187	4	7	0.029	10	0.014693333	2017			
187	4	6	0.026	9	0.007884615	2017			
187	4	5	0.065	12	0.015430556	2017			
187	4	3	0.062	1	0.010289855	2017			
187	4	10	0.032	24	0.007115385	2017			
187	4	9	0.048	22	0.011213333	2017			
187	4	2	0.027	8	0.010847222	2017			
187	4	1	0.046	18	0.013724638	2017			
188	4	8	6	21	2.906666667	2007			
188	4	4	19	4	3.44	2007			
188	4	12	10	19	3.753623188	2007			
188	4	7	11	13	2.961538462	2007			
188	4	6	13	13	3.230769231	2007			
188	4	5	10	7	3.426666667	2007			
188	4	3	12	16	3.813333333	2007			
188	4	11	16	19	5.192307692	2007			
188	4	10	14	18	4.5	2007			
188	4	9	9	21	3.743589744	2007			
188	4	2	21	1	4.402777778	2007			
188	4	1	27	31	6.933333333	2007			
188	4	8	11	12	5.34	2008			
188	4	4	10	2	4.066666667	2008			
188	4	12	12	13	4.916666667	2008			
188	4	7	9	5	4.487179487	2008			
188	4	6	10	5	4.573333333	2008			
188	4	5	8	8	3.64	2008			
188	4	3	11	29	5.152777778	2008			
188	4	11	16	24	5.243243243	2008			
188	4	10	9	13	3.786666667	2008			
188	4	9	17.2	11	5.618666667	2008			
188	4	2	9	26	4.409090909	2008			
188	4	1	16	29	4.222222222	2008			
188	4	8	8	11	3.12	2009			
188	4	4	8	8	3.628205128	2009			
188	4	12	25	29	7.093333333	2009			
188	4	7	12	11	3.435897436	2009			
188	4	6	11	12	3.128205128	2009			
188	4	5	6	13	3.130434783	2009			
188	4	3	17	6	6.244444444	2009			
188	4	11	15	4	4.1	2009			
188	4	10	17	30	4.066666667	2009			
188	4	9	8.4	23	3.453846154	2009			
188	4	2	13	2	4.611111111	2009			
188	4	1	20	26	7.608695652	2009			
188	4	8	15	10	3.946666667	2010			
188	4	4	12	16	4.434782609	2010			
188	4	12	17	1	6.493333333	2010			
188	4	7	10	16	3.166666667	2010			
188	4	6	12	15	2.807692308	2010			
188	4	5	7	8	2.623188406	2010			
188	4	11	21	2	6.64	2010			
188	4	10	14	30	4.833333333	2010			
188	4	9	9	3	3.461538462	2010			
188	4	2	20	17	5.375	2010			
188	4	1	18	12	7.242424242	2010			
188	4	4	12	11	3.153846154	2011			
188	4	12	17	24	4.706666667	2011			
188	4	7	8	19	3.146666667	2011			
188	4	6	6	9	2.653846154	2011			
188	4	5	6	4	2.106060606	2011			
188	4	3	10	5	4.376811594	2011			
188	4	11	18	11	4.641025641	2011			
188	4	10	9	13	3.653846154	2011			
188	4	9	8	30	3.064102564	2011			
188	4	2	18	11	4.875	2011			
188	4	1	19	15	7.202898551	2011			
188	4	8	7	1	3.17948718	2012			
188	4	4	8	19	2.72	2012			
188	4	12	16	4	6.768115942	2012			
188	4	7	13	7	3.053333333	2012			
188	4	6	8	16	2.923076923	2012			
188	4	5	8	7	2.373333333	2012			
188	4	3	11	15	3.31884058	2012			
188	4	11	17	12	5.128205128	2012			
188	4	10	14	5	4.115384615	2012			
188	4	9	12	24	3.933333333	2012			
188	4	2	11	10	4.946666667	2012			
188	4	1	15	11	5.362318841	2012			
188	4	8	7	21	2.333333333	2013			
188	4	4	9	16	3.5	2013			
188	4	12	13	19	2.608695652	2013			
188	4	7	4	2	2.051282051	2013			
188	4	6	5	20	2.32	2013			
188	4	5	5	2	2.5	2013			
188	4	3	8	5	3.363636364	2013			
188	4	11	12	19	3.012820513	2013			
188	4	10	8	2	2.653846154	2013			
188	4	9	8	2	2.626666667	2013			
188	4	2	11	1	4.708333333	2013			
188	4	1	15	10	6.041666667	2013			
188	4	8	3	4	1.093333333	2014			
188	4	4	5	7	1.756410256	2014			
188	4	12	12	24	3.486111111	2014			
188	4	7	3	2	1.67948718	2014			
188	4	6	4	10	1.84	2014			
188	4	5	3	3	1.513888889	2014			
188	4	3	8	7	2.621212121	2014			
188	4	11	7	24	2.266666667	2014			
188	4	10	7	30	2.397435897	2014			
188	4	9	5	30	1.833333333	2014			
188	4	2	11	20	2.875	2014			
188	4	1	8	20	2.722222222	2014			
188	4	8	4	25	1.893333333	2015			
188	4	4	4	6	1.398717949	2015			
188	4	12	11	2	3.234722222	2015			
188	4	7	3	8	1.58974359	2015			
188	4	6	4	20	1.717948718	2015			
188	4	5	4	5	1.507246377	2015			
188	4	3	8	4	1.924242424	2015			
188	4	11	9	10	2.627	2015			
188	4	10	10	27	2.283950617	2015			
188	4	9	4	2	1.72024	2015			
188	4	2	8	10	2.680555556	2015			
188	4	1	8	31	2.75	2015			
188	4	8	5	24	1.602564103	2016			
188	4	4	5	5	1.551282051	2016			
188	4	12	13	12	2.708333333	2016			
188	4	7	6	29	1.533333333	2016			
188	4	6	6	20	1.538461539	2016			
188	4	5	4	10	1.641791045	2016			
188	4	3	8	5	2	2016			
188	4	11	9	3	2.333333333	2016			
188	4	10	9	12	2.358974359	2016			
188	4	9	9	16	1.986666667	2016			
188	4	2	11	5	2.925333333	2016			
188	4	1	8	25	2.463768116	2016			
188	4	8	4	8	1.871794872	2017			
188	4	4	4	4	1.44	2017			
188	4	7	4	10	1.8	2017			
188	4	6	5	14	1.615384615	2017			
188	4	5	6	15	1.793055556	2017			
188	4	3	9	1	1.934782609	2017			
188	4	10	5	11	2.102564103	2017			
188	4	9	6	27	1.805333333	2017			
188	4	2	12	8	2.847222222	2017			
188	4	1	8	21	2.652173913	2017			
276	4	8	0.007	21	0.0016	2007			
276	4	4	0.004	30	0.001026667	2007			
276	4	12	0.006	8	0.001318841	2007			
276	4	7	0.004	11	0.00125641	2007			
276	4	6	0.006	23	0.001487179	2007			
276	4	5	0.007	14	0.00184	2007			
276	4	3	0.005	20	0.001946667	2007			
276	4	11	0.004	29	0.002192308	2007			
276	4	10	0.006	31	0.001782051	2007			
276	4	9	0.004	21	0.001987179	2007			
